id,date_ech,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg
1472861,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61124,La Coulonche,1,1,2,1,1,-0.455159664,48.6472282,445544.594,6844129,2154
1472878,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61101,Le Château-d'Almenêches,1,1,2,1,1,0.12219777,48.678627,488170.594,6845912.5,2154
1472880,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61099,La Chapelle-Souëf,1,1,2,1,1,0.596922636,48.3227005,521898.406,6805197,2154
1472882,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61097,La Chapelle-Montligeon,1,1,2,1,1,0.654153645,48.4836311,526670.125,6822949.5,2154
1472883,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61096,Rives d'Andaine,1,1,2,1,1,-0.479281366,48.5332947,443211.406,6831554,2154
1472888,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61091,Champsecret,1,1,2,1,1,-0.552978456,48.6089859,438154.313,6840202,2154
1472897,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61080,Chahains,1,1,2,1,1,-0.11423552,48.5626945,470267.688,6833694.5,2154
1472908,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61068,Bursard,1,1,2,1,1,0.212081566,48.5406456,494242.5,6830345.5,2154
1472909,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61067,Bures,1,1,2,1,1,0.399076909,48.5635643,508122.094,6832421,2154
1472910,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61066,Buré,1,1,2,1,1,0.405927092,48.5175056,508459.094,6827287,2154
1472912,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61063,Briouze,1,1,2,1,1,-0.365935892,48.697979,452351.906,6849482.5,2154
1472917,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61055,Boucé,1,1,2,1,1,-0.0903819725,48.6445961,472382.688,6842723.5,2154
1472918,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61054,Le Bosc-Renoult,1,1,2,1,1,0.305603385,48.9138298,502557.5,6871573,2154
1472919,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61053,Bonsmoulins,1,1,2,1,1,0.536329627,48.6501083,518544.406,6841712.5,2154
1472924,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61048,Boëcé,1,1,2,1,1,0.449686527,48.5135307,511674.813,6826740,2154
1472927,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61043,Berd'huis,1,1,2,1,1,0.744559705,48.3459816,532911.188,6807461,2154
1472928,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61041,Bellou-le-Trichard,1,1,2,1,1,0.546664238,48.2682419,517986.688,6799261.5,2154
1472938,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,61029,Bazoches-sur-Hoëne,1,1,2,1,1,0.470488518,48.552887,513350.5,6831063,2154
1472973,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,50618,Varouville,1,1,2,1,1,-1.36800647,49.6756973,384704.188,6961679.5,2154
1473008,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,50572,Sénoville,1,1,2,1,1,-1.78007615,49.4340057,353367.5,6936558,2154
1473042,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,50523,Sainte-Mère-Église,1,1,2,1,1,-1.31802011,49.4098778,386692.094,6931947,2154
1473459,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27633,Les Thilliers-en-Vexin,1,1,2,1,1,1.60697651,49.2370186,598540.313,6905043.5,2154
1473486,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27602,Saint-Sébastien-de-Morsent,1,1,2,1,1,1.0875932,49.0071526,560098.688,6880276,2154
1473488,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27599,Saint-Pierre-la-Garenne,1,1,2,1,1,1.39740813,49.1465912,583074.375,6895277,2154
1473489,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27598,Saint-Pierre-du-Vauvray,1,1,2,1,1,1.22078514,49.2326202,570405.625,6905119.5,2154
1473490,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27597,Saint-Pierre-du-Val,1,1,2,1,1,0.361337215,49.3981819,508440,6925278,2154
1473491,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27595,Saint-Pierre-du-Bosguérard,1,1,2,1,1,0.890011191,49.2615662,546404,6908931,2154
1473492,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27594,Saint-Pierre-des-Ifs,1,1,2,1,1,0.608183205,49.2700195,525922.813,6910456,2154
1473493,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27593,Saint-Pierre-des-Fleurs,1,1,2,1,1,0.966254771,49.2512054,551923.188,6907633.5,2154
1473494,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27592,Saint-Pierre-de-Salerne,1,1,2,1,1,0.660230279,49.2016907,529484.5,6902745,2154
1473495,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27591,Saint-Pierre-de-Cormeilles,1,1,2,1,1,0.382065922,49.2376671,509352.406,6907381.5,2154
